iso3c,country_name_wdi,global_group,region,year,un_votes_total,un_votes_yes,un_votes_no,un_votes_abstain,un_yes_share,un_no_share,un_abstain_share
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2018,107,61,16,29,0.5700934579439252,0.14953271028037382,0.27102803738317754
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2019,100,56,17,27,0.56,0.17,0.27
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2020,100,61,16,23,0.61,0.16,0.23
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2021,86,46,17,23,0.5348837209302325,0.19767441860465115,0.26744186046511625
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2022,89,54,17,18,0.6067415730337079,0.19101123595505617,0.20224719101123595
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2023,88,51,18,19,0.5795454545454546,0.20454545454545456,0.2159090909090909
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2024,95,55,21,19,0.5789473684210527,0.22105263157894736,0.2
KWT,Kuwait,Global South,Middle East & North Africa,2004,73,67,2,3,0.9178082191780822,0.0273972602739726,0.0410958904109589
KWT,Kuwait,Global South,Middle East & North Africa,2005,75,69,3,3,0.92,0.04,0.04
KWT,Kuwait,Global South,Middle East & North Africa,2006,101,94,1,6,0.9306930693069307,0.009900990099009901,0.0594059405940594
KWT,Kuwait,Global South,Middle East & North Africa,2007,79,73,3,3,0.9240506329113924,0.0379746835443038,0.0379746835443038
KWT,Kuwait,Global South,Middle East & North Africa,2008,78,67,2,7,0.8589743589743589,0.02564102564102564,0.08974358974358974
KWT,Kuwait,Global South,Middle East & North Africa,2009,68,61,1,6,0.8970588235294118,0.014705882352941176,0.08823529411764706
KWT,Kuwait,Global South,Middle East & North Africa,2010,72,66,2,4,0.9166666666666666,0.027777777777777776,0.05555555555555555
KWT,Kuwait,Global South,Middle East & North Africa,2011,69,60,0,8,0.8695652173913043,0,0.11594202898550725
KWT,Kuwait,Global South,Middle East & North Africa,2012,74,64,3,5,0.8648648648648649,0.04054054054054054,0.06756756756756757
KWT,Kuwait,Global South,Middle East & North Africa,2013,64,57,1,6,0.890625,0.015625,0.09375
KWT,Kuwait,Global South,Middle East & North Africa,2014,80,71,2,6,0.8875,0.025,0.075
KWT,Kuwait,Global South,Middle East & North Africa,2015,78,70,0,8,0.8974358974358975,0,0.10256410256410256
KWT,Kuwait,Global South,Middle East & North Africa,2016,81,70,2,9,0.8641975308641975,0.024691358024691357,0.1111111111111111
KWT,Kuwait,Global South,Middle East & North Africa,2017,94,85,0,6,0.9042553191489362,0,0.06382978723404255
KWT,Kuwait,Global South,Middle East & North Africa,2018,107,94,2,10,0.8785046728971962,0.018691588785046728,0.09345794392523364
KWT,Kuwait,Global South,Middle East & North Africa,2019,100,90,0,9,0.9,0,0.09
KWT,Kuwait,Global South,Middle East & North Africa,2020,100,92,2,6,0.92,0.02,0.06
KWT,Kuwait,Global South,Middle East & North Africa,2021,86,80,0,5,0.9302325581395349,0,0.05813953488372093
KWT,Kuwait,Global South,Middle East & North Africa,2022,89,78,2,8,0.8764044943820225,0.02247191011235955,0.0898876404494382
KWT,Kuwait,Global South,Middle East & North Africa,2023,88,76,1,11,0.8636363636363636,0.011363636363636364,0.125
KWT,Kuwait,Global South,Middle East & North Africa,2024,95,84,2,8,0.8842105263157894,0.021052631578947368,0.08421052631578947
LAO,Lao PDR,Global South,East Asia & Pacific,2004,73,64,0,5,0.8767123287671232,0,0.0684931506849315
LAO,Lao PDR,Global South,East Asia & Pacific,2005,75,63,2,4,0.84,0.02666666666666667,0.05333333333333334
LAO,Lao PDR,Global South,East Asia & Pacific,2006,101,86,2,3,0.8514851485148515,0.019801980198019802,0.0297029702970297
LAO,Lao PDR,Global South,East Asia & Pacific,2007,79,72,2,3,0.9113924050632911,0.02531645569620253,0.0379746835443038
LAO,Lao PDR,Global South,East Asia & Pacific,2008,78,64,1,4,0.8205128205128205,0.01282051282051282,0.05128205128205128
LAO,Lao PDR,Global South,East Asia & Pacific,2009,68,61,2,1,0.8970588235294118,0.029411764705882353,0.014705882352941176
LAO,Lao PDR,Global South,East Asia & Pacific,2010,72,64,2,3,0.8888888888888888,0.027777777777777776,0.041666666666666664
LAO,Lao PDR,Global South,East Asia & Pacific,2011,69,60,2,3,0.8695652173913043,0.028985507246376812,0.043478260869565216
LAO,Lao PDR,Global South,East Asia & Pacific,2012,74,64,1,6,0.8648648648648649,0.013513513513513514,0.08108108108108109
LAO,Lao PDR,Global South,East Asia & Pacific,2013,64,54,1,7,0.84375,0.015625,0.109375
LAO,Lao PDR,Global South,East Asia & Pacific,2014,80,69,2,5,0.8625,0.025,0.0625
LAO,Lao PDR,Global South,East Asia & Pacific,2015,78,69,2,5,0.8846153846153846,0.02564102564102564,0.0641025641025641
LAO,Lao PDR,Global South,East Asia & Pacific,2016,81,70,1,7,0.8641975308641975,0.012345679012345678,0.08641975308641975
LAO,Lao PDR,Global South,East Asia & Pacific,2017,94,84,2,5,0.8936170212765957,0.02127659574468085,0.05319148936170213
LAO,Lao PDR,Global South,East Asia & Pacific,2018,107,93,3,9,0.8691588785046729,0.028037383177570093,0.08411214953271028
LAO,Lao PDR,Global South,East Asia & Pacific,2019,100,90,3,7,0.9,0.03,0.07
LAO,Lao PDR,Global South,East Asia & Pacific,2020,100,90,3,7,0.9,0.03,0.07
LAO,Lao PDR,Global South,East Asia & Pacific,2021,86,77,2,5,0.8953488372093024,0.023255813953488372,0.05813953488372093
LAO,Lao PDR,Global South,East Asia & Pacific,2022,89,71,2,14,0.797752808988764,0.02247191011235955,0.15730337078651685
LAO,Lao PDR,Global South,East Asia & Pacific,2023,88,76,0,11,0.8636363636363636,0,0.125
LAO,Lao PDR,Global South,East Asia & Pacific,2024,95,82,1,10,0.8631578947368421,0.010526315789473684,0.10526315789473684
LKA,Sri Lanka,Global South,South Asia,2004,73,69,1,3,0.9452054794520548,0.0136986301369863,0.0410958904109589
LKA,Sri Lanka,Global South,South Asia,2005,75,67,1,7,0.8933333333333333,0.013333333333333334,0.09333333333333334
LKA,Sri Lanka,Global South,South Asia,2006,101,93,1,6,0.9207920792079208,0.009900990099009901,0.0594059405940594
LKA,Sri Lanka,Global South,South Asia,2007,79,76,1,2,0.9620253164556962,0.012658227848101266,0.02531645569620253
LKA,Sri Lanka,Global South,South Asia,2008,78,72,3,3,0.9230769230769231,0.038461538461538464,0.038461538461538464
LKA,Sri Lanka,Global South,South Asia,2009,68,64,3,1,0.9411764705882353,0.04411764705882353,0.014705882352941176
LKA,Sri Lanka,Global South,South Asia,2010,72,67,3,2,0.9305555555555556,0.041666666666666664,0.027777777777777776
LKA,Sri Lanka,Global South,South Asia,2011,69,61,3,3,0.8840579710144928,0.043478260869565216,0.043478260869565216
LKA,Sri Lanka,Global South,South Asia,2012,74,65,2,7,0.8783783783783784,0.02702702702702703,0.0945945945945946
LKA,Sri Lanka,Global South,South Asia,2013,64,57,2,4,0.890625,0.03125,0.0625
LKA,Sri Lanka,Global South,South Asia,2014,80,70,3,6,0.875,0.0375,0.075
LKA,Sri Lanka,Global South,South Asia,2015,78,75,0,2,0.9615384615384616,0,0.02564102564102564
LKA,Sri Lanka,Global South,South Asia,2016,81,74,0,6,0.9135802469135802,0,0.07407407407407407
LKA,Sri Lanka,Global South,South Asia,2017,94,85,0,6,0.9042553191489362,0,0.06382978723404255
LKA,Sri Lanka,Global South,South Asia,2018,107,98,0,7,0.9158878504672897,0,0.06542056074766354
LKA,Sri Lanka,Global South,South Asia,2019,100,88,0,9,0.88,0,0.09
LKA,Sri Lanka,Global South,South Asia,2020,100,92,1,7,0.92,0.01,0.07
LKA,Sri Lanka,Global South,South Asia,2021,86,78,4,4,0.9069767441860465,0.046511627906976744,0.046511627906976744
LKA,Sri Lanka,Global South,South Asia,2022,89,72,2,14,0.8089887640449438,0.02247191011235955,0.15730337078651685
LKA,Sri Lanka,Global South,South Asia,2023,88,75,1,10,0.8522727272727273,0.011363636363636364,0.11363636363636363
LKA,Sri Lanka,Global South,South Asia,2024,95,84,1,10,0.8842105263157894,0.010526315789473684,0.10526315789473684
LTU,Lithuania,Global North,Europe,2004,73,48,12,13,0.6575342465753424,0.1643835616438356,0.1780821917808219
LTU,Lithuania,Global North,Europe,2005,75,49,11,15,0.6533333333333333,0.14666666666666667,0.2
LTU,Lithuania,Global North,Europe,2006,101,70,13,18,0.693069306930693,0.12871287128712872,0.1782178217821782
LTU,Lithuania,Global North,Europe,2007,79,53,14,12,0.6708860759493671,0.17721518987341772,0.1518987341772152
LTU,Lithuania,Global North,Europe,2008,78,49,11,18,0.6282051282051282,0.14102564102564102,0.23076923076923078
LTU,Lithuania,Global North,Europe,2009,68,40,15,13,0.5882352941176471,0.22058823529411764,0.19117647058823528
LTU,Lithuania,Global North,Europe,2010,72,43,13,16,0.5972222222222222,0.18055555555555555,0.2222222222222222
LTU,Lithuania,Global North,Europe,2011,69,45,12,12,0.6521739130434783,0.17391304347826086,0.17391304347826086
LTU,Lithuania,Global North,Europe,2012,74,45,11,18,0.6081081081081081,0.14864864864864866,0.24324324324324326
LTU,Lithuania,Global North,Europe,2013,64,39,13,12,0.609375,0.203125,0.1875
LTU,Lithuania,Global North,Europe,2014,80,48,12,19,0.6,0.15,0.2375
LTU,Lithuania,Global North,Europe,2015,78,41,17,20,0.5256410256410257,0.21794871794871795,0.2564102564102564
LTU,Lithuania,Global North,Europe,2016,81,49,16,16,0.6049382716049383,0.19753086419753085,0.19753086419753085
LTU,Lithuania,Global North,Europe,2017,94,55,18,21,0.5851063829787234,0.19148936170212766,0.22340425531914893
LTU,Lithuania,Global North,Europe,2018,107,68,20,19,0.6355140186915887,0.18691588785046728,0.17757009345794392
LTU,Lithuania,Global North,Europe,2019,100,56,21,23,0.56,0.21,0.23
LTU,Lithuania,Global North,Europe,2020,100,63,22,15,0.63,0.22,0.15
LTU,Lithuania,Global North,Europe,2021,86,49,20,17,0.5697674418604651,0.23255813953488372,0.19767441860465115
LTU,Lithuania,Global North,Europe,2022,89,53,23,12,0.5955056179775281,0.25842696629213485,0.1348314606741573
LTU,Lithuania,Global North,Europe,2023,88,51,23,14,0.5795454545454546,0.26136363636363635,0.1590909090909091
LTU,Lithuania,Global North,Europe,2024,95,50,24,21,0.5263157894736842,0.25263157894736843,0.22105263157894736
LUX,Luxembourg,Global North,Europe,2004,73,46,12,13,0.6301369863013698,0.1643835616438356,0.1780821917808219
LUX,Luxembourg,Global North,Europe,2005,75,49,11,15,0.6533333333333333,0.14666666666666667,0.2
LUX,Luxembourg,Global North,Europe,2006,101,69,13,18,0.6831683168316832,0.12871287128712872,0.1782178217821782
LUX,Luxembourg,Global North,Europe,2007,79,53,14,12,0.6708860759493671,0.17721518987341772,0.1518987341772152
LUX,Luxembourg,Global North,Europe,2008,78,47,10,20,0.6025641025641025,0.1282051282051282,0.2564102564102564
LUX,Luxembourg,Global North,Europe,2009,68,41,13,14,0.6029411764705882,0.19117647058823528,0.20588235294117646
LUX,Luxembourg,Global North,Europe,2010,72,46,11,14,0.6388888888888888,0.1527777777777778,0.19444444444444445
LUX,Luxembourg,Global North,Europe,2011,69,46,11,12,0.6666666666666666,0.15942028985507245,0.17391304347826086
LUX,Luxembourg,Global North,Europe,2012,74,50,11,13,0.6756756756756757,0.14864864864864866,0.17567567567567569
LUX,Luxembourg,Global North,Europe,2013,64,40,13,11,0.625,0.203125,0.171875
LUX,Luxembourg,Global North,Europe,2014,80,53,12,15,0.6625,0.15,0.1875
LUX,Luxembourg,Global North,Europe,2015,78,43,15,20,0.5512820512820513,0.19230769230769232,0.2564102564102564
LUX,Luxembourg,Global North,Europe,2016,81,51,15,14,0.6296296296296297,0.18518518518518517,0.1728395061728395
LUX,Luxembourg,Global North,Europe,2017,94,54,16,23,0.574468085106383,0.1702127659574468,0.24468085106382978
LUX,Luxembourg,Global North,Europe,2018,107,75,18,14,0.7009345794392523,0.16822429906542055,0.1308411214953271
LUX,Luxembourg,Global North,Europe,2019,100,56,17,27,0.56,0.17,0.27
LUX,Luxembourg,Global North,Europe,2020,100,65,17,18,0.65,0.17,0.18
LUX,Luxembourg,Global North,Europe,2021,86,51,18,17,0.5930232558139535,0.20930232558139536,0.19767441860465115
LUX,Luxembourg,Global North,Europe,2022,89,57,18,14,0.6404494382022472,0.20224719101123595,0.15730337078651685
LUX,Luxembourg,Global North,Europe,2023,88,53,20,15,0.6022727272727273,0.22727272727272727,0.17045454545454544
LUX,Luxembourg,Global North,Europe,2024,95,56,20,19,0.5894736842105263,0.21052631578947367,0.2
LVA,Latvia,Global North,Europe,2004,73,46,14,10,0.6301369863013698,0.1917808219178082,0.136986301369863
LVA,Latvia,Global North,Europe,2005,75,48,12,15,0.64,0.16,0.2
LVA,Latvia,Global North,Europe,2006,101,69,13,19,0.6831683168316832,0.12871287128712872,0.18811881188118812
LVA,Latvia,Global North,Europe,2007,79,52,14,13,0.6582278481012658,0.17721518987341772,0.16455696202531644
LVA,Latvia,Global North,Europe,2008,78,47,10,20,0.6025641025641025,0.1282051282051282,0.2564102564102564
LVA,Latvia,Global North,Europe,2009,68,41,13,14,0.6029411764705882,0.19117647058823528,0.20588235294117646
LVA,Latvia,Global North,Europe,2010,72,42,13,16,0.5833333333333334,0.18055555555555555,0.2222222222222222
LVA,Latvia,Global North,Europe,2011,69,44,12,12,0.6376811594202898,0.17391304347826086,0.17391304347826086
LVA,Latvia,Global North,Europe,2012,74,44,11,18,0.5945945945945946,0.14864864864864866,0.24324324324324326
LVA,Latvia,Global North,Europe,2013,64,36,13,12,0.5625,0.203125,0.1875
LVA,Latvia,Global North,Europe,2014,80,49,12,19,0.6125,0.15,0.2375
LVA,Latvia,Global North,Europe,2015,78,41,17,20,0.5256410256410257,0.21794871794871795,0.2564102564102564
LVA,Latvia,Global North,Europe,2016,81,49,17,14,0.6049382716049383,0.20987654320987653,0.1728395061728395
LVA,Latvia,Global North,Europe,2017,94,54,17,23,0.574468085106383,0.18085106382978725,0.24468085106382978
LVA,Latvia,Global North,Europe,2018,107,68,20,19,0.6355140186915887,0.18691588785046728,0.17757009345794392
LVA,Latvia,Global North,Europe,2019,100,54,20,25,0.54,0.2,0.25
LVA,Latvia,Global North,Europe,2020,100,63,21,16,0.63,0.21,0.16
LVA,Latvia,Global North,Europe,2021,86,50,20,16,0.5813953488372093,0.23255813953488372,0.18604651162790697
LVA,Latvia,Global North,Europe,2022,89,53,20,16,0.5955056179775281,0.2247191011235955,0.1797752808988764
LVA,Latvia,Global North,Europe,2023,88,51,21,15,0.5795454545454546,0.23863636363636365,0.17045454545454544
LVA,Latvia,Global North,Europe,2024,95,53,23,19,0.5578947368421052,0.24210526315789474,0.2
MAR,Morocco,Global South,Middle East & North Africa,2004,73,67,2,3,0.9178082191780822,0.0273972602739726,0.0410958904109589
MAR,Morocco,Global South,Middle East & North Africa,2005,75,69,3,2,0.92,0.04,0.02666666666666667
MAR,Morocco,Global South,Middle East & North Africa,2006,101,97,2,2,0.9603960396039604,0.019801980198019802,0.019801980198019802
MAR,Morocco,Global South,Middle East & North Africa,2007,79,74,1,3,0.9367088607594937,0.012658227848101266,0.0379746835443038
MAR,Morocco,Global South,Middle East & North Africa,2008,78,72,1,4,0.9230769230769231,0.01282051282051282,0.05128205128205128
MAR,Morocco,Global South,Middle East & North Africa,2009,68,64,0,4,0.9411764705882353,0,0.058823529411764705
MAR,Morocco,Global South,Middle East & North Africa,2010,72,68,0,4,0.9444444444444444,0,0.05555555555555555
MAR,Morocco,Global South,Middle East & North Africa,2011,69,64,0,5,0.927536231884058,0,0.07246376811594203
MAR,Morocco,Global South,Middle East & North Africa,2012,74,69,1,4,0.9324324324324325,0.013513513513513514,0.05405405405405406
MAR,Morocco,Global South,Middle East & North Africa,2013,64,57,0,6,0.890625,0,0.09375
MAR,Morocco,Global South,Middle East & North Africa,2014,80,73,1,4,0.9125,0.0125,0.05
MAR,Morocco,Global South,Middle East & North Africa,2015,78,72,1,5,0.9230769230769231,0.01282051282051282,0.0641025641025641
MAR,Morocco,Global South,Middle East & North Africa,2016,81,70,2,6,0.8641975308641975,0.024691358024691357,0.07407407407407407
MAR,Morocco,Global South,Middle East & North Africa,2017,94,86,2,4,0.9148936170212766,0.02127659574468085,0.0425531914893617
MAR,Morocco,Global South,Middle East & North Africa,2018,107,96,2,6,0.897196261682243,0.018691588785046728,0.056074766355140186
MAR,Morocco,Global South,Middle East & North Africa,2019,100,90,0,8,0.9,0,0.08
MAR,Morocco,Global South,Middle East & North Africa,2020,100,91,1,5,0.91,0.01,0.05
MAR,Morocco,Global South,Middle East & North Africa,2021,86,79,0,4,0.9186046511627907,0,0.046511627906976744
MAR,Morocco,Global South,Middle East & North Africa,2022,89,76,0,5,0.8539325842696629,0,0.056179775280898875
MAR,Morocco,Global South,Middle East & North Africa,2023,88,79,1,3,0.8977272727272727,0.011363636363636364,0.03409090909090909
MAR,Morocco,Global South,Middle East & North Africa,2024,95,83,1,5,0.8736842105263158,0.010526315789473684,0.05263157894736842
MEX,Mexico,Global South,Latin America & Caribbean,2004,73,68,0,5,0.9315068493150684,0,0.0684931506849315
MEX,Mexico,Global South,Latin America & Caribbean,2005,75,69,0,5,0.92,0,0.06666666666666667
MEX,Mexico,Global South,Latin America & Caribbean,2006,101,91,1,7,0.900990099009901,0.009900990099009901,0.06930693069306931
MEX,Mexico,Global South,Latin America & Caribbean,2007,79,74,0,5,0.9367088607594937,0,0.06329113924050633
MEX,Mexico,Global South,Latin America & Caribbean,2008,78,71,0,7,0.9102564102564102,0,0.08974358974358974
MEX,Mexico,Global South,Latin America & Caribbean,2009,68,63,1,4,0.9264705882352942,0.014705882352941176,0.058823529411764705
MEX,Mexico,Global South,Latin America & Caribbean,2010,72,63,1,8,0.875,0.013888888888888888,0.1111111111111111
MEX,Mexico,Global South,Latin America & Caribbean,2011,69,65,0,4,0.9420289855072463,0,0.057971014492753624
MEX,Mexico,Global South,Latin America & Caribbean,2012,74,67,0,7,0.9054054054054054,0,0.0945945945945946
MEX,Mexico,Global South,Latin America & Caribbean,2013,64,59,0,5,0.921875,0,0.078125
MEX,Mexico,Global South,Latin America & Caribbean,2014,80,76,0,4,0.95,0,0.05
MEX,Mexico,Global South,Latin America & Caribbean,2015,78,73,0,5,0.9358974358974359,0,0.0641025641025641
MEX,Mexico,Global South,Latin America & Caribbean,2016,81,75,0,6,0.9259259259259259,0,0.07407407407407407
MEX,Mexico,Global South,Latin America & Caribbean,2017,94,75,0,19,0.7978723404255319,0,0.20212765957446807
MEX,Mexico,Global South,Latin America & Caribbean,2018,107,89,0,18,0.8317757009345794,0,0.16822429906542055
MEX,Mexico,Global South,Latin America & Caribbean,2019,100,86,1,13,0.86,0.01,0.13
MEX,Mexico,Global South,Latin America & Caribbean,2020,100,88,0,12,0.88,0,0.12
MEX,Mexico,Global South,Latin America & Caribbean,2021,86,76,0,10,0.8837209302325582,0,0.11627906976744186
MEX,Mexico,Global South,Latin America & Caribbean,2022,89,77,0,12,0.8651685393258427,0,0.1348314606741573
MEX,Mexico,Global South,Latin America & Caribbean,2023,88,81,0,7,0.9204545454545454,0,0.07954545454545454
MEX,Mexico,Global South,Latin America & Caribbean,2024,95,84,0,10,0.8842105263157894,0,0.10526315789473684
MLT,Malta,Global North,Europe,2004,73,50,10,12,0.684931506849315,0.136986301369863,0.1643835616438356
MLT,Malta,Global North,Europe,2005,75,56,8,11,0.7466666666666667,0.10666666666666667,0.14666666666666667
MLT,Malta,Global North,Europe,2006,101,74,11,16,0.7326732673267327,0.10891089108910891,0.15841584158415842
MLT,Malta,Global North,Europe,2007,79,55,12,10,0.6962025316455697,0.1518987341772152,0.12658227848101267
MLT,Malta,Global North,Europe,2008,78,52,8,16,0.6666666666666666,0.10256410256410256,0.20512820512820512
MLT,Malta,Global North,Europe,2009,68,45,11,12,0.6617647058823529,0.16176470588235295,0.17647058823529413
MLT,Malta,Global North,Europe,2010,72,51,9,12,0.7083333333333334,0.125,0.16666666666666666
MLT,Malta,Global North,Europe,2011,69,49,9,11,0.7101449275362319,0.13043478260869565,0.15942028985507245
MLT,Malta,Global North,Europe,2012,74,54,9,11,0.7297297297297297,0.12162162162162163,0.14864864864864866
MLT,Malta,Global North,Europe,2013,64,43,10,10,0.671875,0.15625,0.15625
MLT,Malta,Global North,Europe,2014,80,57,9,13,0.7125,0.1125,0.1625
MLT,Malta,Global North,Europe,2015,78,53,9,15,0.6794871794871795,0.11538461538461539,0.19230769230769232
MLT,Malta,Global North,Europe,2016,81,61,9,11,0.7530864197530864,0.1111111111111111,0.13580246913580246
MLT,Malta,Global North,Europe,2017,94,64,11,18,0.6808510638297872,0.11702127659574468,0.19148936170212766
MLT,Malta,Global North,Europe,2018,107,83,11,13,0.7757009345794392,0.102803738317757,0.12149532710280374
MLT,Malta,Global North,Europe,2019,100,66,11,23,0.66,0.11,0.23
MLT,Malta,Global North,Europe,2020,100,75,10,15,0.75,0.1,0.15
MLT,Malta,Global North,Europe,2021,86,60,10,16,0.6976744186046512,0.11627906976744186,0.18604651162790697
MLT,Malta,Global North,Europe,2022,89,65,13,11,0.7303370786516854,0.14606741573033707,0.12359550561797752
MLT,Malta,Global North,Europe,2023,88,61,14,13,0.6931818181818182,0.1590909090909091,0.14772727272727273
MLT,Malta,Global North,Europe,2024,95,66,14,15,0.6947368421052632,0.14736842105263157,0.15789473684210525
MMR,Myanmar,Global South,East Asia & Pacific,2004,73,66,2,5,0.9041095890410958,0.0273972602739726,0.0684931506849315
MMR,Myanmar,Global South,East Asia & Pacific,2005,75,65,3,4,0.8666666666666667,0.04,0.05333333333333334
MMR,Myanmar,Global South,East Asia & Pacific,2006,101,91,3,5,0.900990099009901,0.0297029702970297,0.04950495049504951
MMR,Myanmar,Global South,East Asia & Pacific,2007,79,72,5,2,0.9113924050632911,0.06329113924050633,0.02531645569620253
MMR,Myanmar,Global South,East Asia & Pacific,2008,78,68,5,5,0.8717948717948718,0.0641025641025641,0.0641025641025641
MMR,Myanmar,Global South,East Asia & Pacific,2009,68,56,4,3,0.8235294117647058,0.058823529411764705,0.04411764705882353
MMR,Myanmar,Global South,East Asia & Pacific,2010,72,61,5,4,0.8472222222222222,0.06944444444444445,0.05555555555555555
MMR,Myanmar,Global South,East Asia & Pacific,2011,69,45,5,4,0.6521739130434783,0.07246376811594203,0.057971014492753624
MMR,Myanmar,Global South,East Asia & Pacific,2012,74,58,3,5,0.7837837837837838,0.04054054054054054,0.06756756756756757
MMR,Myanmar,Global South,East Asia & Pacific,2013,64,54,1,6,0.84375,0.015625,0.09375
MMR,Myanmar,Global South,East Asia & Pacific,2014,80,71,3,5,0.8875,0.0375,0.0625
MMR,Myanmar,Global South,East Asia & Pacific,2015,78,68,4,6,0.8717948717948718,0.05128205128205128,0.07692307692307693
MMR,Myanmar,Global South,East Asia & Pacific,2016,81,68,0,12,0.8395061728395061,0,0.14814814814814814
MMR,Myanmar,Global South,East Asia & Pacific,2017,94,64,3,7,0.6808510638297872,0.031914893617021274,0.07446808510638298
MMR,Myanmar,Global South,East Asia & Pacific,2018,107,65,6,11,0.6074766355140186,0.056074766355140186,0.102803738317757
MMR,Myanmar,Global South,East Asia & Pacific,2019,100,67,6,8,0.67,0.06,0.08
MMR,Myanmar,Global South,East Asia & Pacific,2020,100,67,5,10,0.67,0.05,0.1
MMR,Myanmar,Global South,East Asia & Pacific,2021,86,58,1,7,0.6744186046511628,0.011627906976744186,0.08139534883720931
MMR,Myanmar,Global South,East Asia & Pacific,2022,89,82,0,3,0.9213483146067416,0,0.033707865168539325
MMR,Myanmar,Global South,East Asia & Pacific,2023,88,84,0,2,0.9545454545454546,0,0.022727272727272728
MMR,Myanmar,Global South,East Asia & Pacific,2024,95,90,0,3,0.9473684210526315,0,0.031578947368421054
MNG,Mongolia,Global South,East Asia & Pacific,2004,73,65,0,3,0.8904109589041096,0,0.0410958904109589
MNG,Mongolia,Global South,East Asia & Pacific,2005,75,60,0,3,0.8,0,0.04
MNG,Mongolia,Global South,East Asia & Pacific,2006,101,87,0,4,0.8613861386138614,0,0.039603960396039604
MNG,Mongolia,Global South,East Asia & Pacific,2007,79,70,1,4,0.8860759493670886,0.012658227848101266,0.05063291139240506
MNG,Mongolia,Global South,East Asia & Pacific,2008,78,68,1,6,0.8717948717948718,0.01282051282051282,0.07692307692307693
MNG,Mongolia,Global South,East Asia & Pacific,2009,68,61,0,4,0.8970588235294118,0,0.058823529411764705
MNG,Mongolia,Global South,East Asia & Pacific,2010,72,64,0,5,0.8888888888888888,0,0.06944444444444445
MNG,Mongolia,Global South,East Asia & Pacific,2011,69,62,0,4,0.8985507246376812,0,0.057971014492753624
MNG,Mongolia,Global South,East Asia & Pacific,2012,74,64,0,6,0.8648648648648649,0,0.08108108108108109
MNG,Mongolia,Global South,East Asia & Pacific,2013,64,57,0,4,0.890625,0,0.0625
MNG,Mongolia,Global South,East Asia & Pacific,2014,80,73,0,4,0.9125,0,0.05
MNG,Mongolia,Global South,East Asia & Pacific,2015,78,69,0,3,0.8846153846153846,0,0.038461538461538464
MNG,Mongolia,Global South,East Asia & Pacific,2016,81,67,0,7,0.8271604938271605,0,0.08641975308641975
MNG,Mongolia,Global South,East Asia & Pacific,2017,94,83,0,8,0.8829787234042553,0,0.0851063829787234
MNG,Mongolia,Global South,East Asia & Pacific,2018,107,94,0,8,0.8785046728971962,0,0.07476635514018691
MNG,Mongolia,Global South,East Asia & Pacific,2019,100,87,0,9,0.87,0,0.09
MNG,Mongolia,Global South,East Asia & Pacific,2020,100,90,0,8,0.9,0,0.08
MNG,Mongolia,Global South,East Asia & Pacific,2021,86,78,0,8,0.9069767441860465,0,0.09302325581395349
MNG,Mongolia,Global South,East Asia & Pacific,2022,89,74,0,13,0.8314606741573034,0,0.14606741573033707
MNG,Mongolia,Global South,East Asia & Pacific,2023,88,78,0,10,0.8863636363636364,0,0.11363636363636363
MNG,Mongolia,Global South,East Asia & Pacific,2024,95,85,0,9,0.8947368421052632,0,0.09473684210526316
MYS,Malaysia,Global South,East Asia & Pacific,2004,73,66,2,5,0.9041095890410958,0.0273972602739726,0.0684931506849315
MYS,Malaysia,Global South,East Asia & Pacific,2005,75,68,4,3,0.9066666666666666,0.05333333333333334,0.04
MYS,Malaysia,Global South,East Asia & Pacific,2006,101,93,3,5,0.9207920792079208,0.0297029702970297,0.04950495049504951
MYS,Malaysia,Global South,East Asia & Pacific,2007,79,73,5,1,0.9240506329113924,0.06329113924050633,0.012658227848101266
MYS,Malaysia,Global South,East Asia & Pacific,2008,78,67,4,6,0.8589743589743589,0.05128205128205128,0.07692307692307693
MYS,Malaysia,Global South,East Asia & Pacific,2009,68,63,3,2,0.9264705882352942,0.04411764705882353,0.029411764705882353
MYS,Malaysia,Global South,East Asia & Pacific,2010,72,66,4,2,0.9166666666666666,0.05555555555555555,0.027777777777777776
MYS,Malaysia,Global South,East Asia & Pacific,2011,69,63,0,6,0.9130434782608695,0,0.08695652173913043
MYS,Malaysia,Global South,East Asia & Pacific,2012,74,69,2,3,0.9324324324324325,0.02702702702702703,0.04054054054054054
MYS,Malaysia,Global South,East Asia & Pacific,2013,64,60,0,4,0.9375,0,0.0625
MYS,Malaysia,Global South,East Asia & Pacific,2014,80,74,2,4,0.925,0.025,0.05
MYS,Malaysia,Global South,East Asia & Pacific,2015,78,74,0,4,0.9487179487179487,0,0.05128205128205128
MYS,Malaysia,Global South,East Asia & Pacific,2016,81,74,2,4,0.9135802469135802,0.024691358024691357,0.04938271604938271
MYS,Malaysia,Global South,East Asia & Pacific,2017,94,86,0,4,0.9148936170212766,0,0.0425531914893617
MYS,Malaysia,Global South,East Asia & Pacific,2018,107,96,1,9,0.897196261682243,0.009345794392523364,0.08411214953271028
