iso3c,country_name_wdi,global_group,region,year,GHED_EXTCHE_SHA2011,UHC_INDEX_REPORTED,UHC_SCI_CAPACITY,UHC_SCI_INFECT,UHC_SCI_NCD,UHC_SCI_RMNCH,SDGIHR,UHC_IHR,SDGIHR2018,SDGIHR2021,UHC_AVAILABILITY_SCORE
KEN,Kenya,Global South,Sub-Saharan Africa,2010,28.80493546,46,41,29,59,62,61,61,NA,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2011,26.32249451,52,53,36,60,64,73,73,NA,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2012,24.31078529,54,51,42,61,66,66,66,NA,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2013,22.64751053,53,46,41,61,68,69,69,NA,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2014,20.01926231,53,46,38,62,70,NA,NA,NA,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2015,17.92063522,53,44,40,63,71,NA,NA,NA,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2016,16.20617104,55,46,42,63,72,NA,NA,NA,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2017,21.08673096,56,45,47,64,73,60,NA,NA,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2018,22.1549015,54,39,46,65,74,NA,NA,35,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2019,18.50995064,52,37,40,65,75,NA,NA,41,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2020,17.16178513,49,33,34,65,76,NA,NA,44,NA,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2021,18.5484066,53,37,43,66,77,NA,NA,NA,57,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2022,19.01725769,57,50,41,66,78,NA,NA,NA,45,NA
KEN,Kenya,Global South,Sub-Saharan Africa,2023,20.13706398,57,55,37,66,78,NA,NA,NA,53.9333,86
KEN,Kenya,Global South,Sub-Saharan Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA
KHM,Cambodia,Global South,East Asia & Pacific,2004,16.02546692,33,30,19,48,44,NA,NA,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2005,14.31109047,35,30,23,49,46,NA,NA,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2006,19.61906052,37,30,26,51,48,NA,NA,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2007,28.620924,39,31,29,52,51,NA,NA,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2008,16.24375343,41,31,32,53,55,NA,NA,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2009,16.22709465,43,32,35,55,57,NA,NA,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2010,13.89903545,45,33,38,56,60,46,46,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2011,11.11493587,47,34,41,57,62,49,49,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2012,17.04218102,49,34,45,58,63,49,49,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2013,14.36038208,49,33,48,58,64,42,42,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2014,14.84768105,51,33,51,59,66,41,41,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2015,18.84724426,52,35,54,60,67,50,52,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2016,11.80389309,55,38,57,61,68,55,55,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2017,9.19444656,57,42,61,61,69,80.65395,NA,NA,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2018,6.49763823,56,34,64,62,70,NA,NA,46,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2019,6.50484943,57,35,67,62,71,NA,NA,50,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2020,11.581472399999999,57,34,71,63,72,NA,NA,48,NA,NA
KHM,Cambodia,Global South,East Asia & Pacific,2021,10.30366802,59,36,74,63,73,NA,NA,NA,57,NA
KHM,Cambodia,Global South,East Asia & Pacific,2022,11.0978117,60,37,77,64,74,NA,NA,NA,60,NA
KHM,Cambodia,Global South,East Asia & Pacific,2023,11.26929188,62,38,80,64,74,NA,NA,NA,67.5333,79
KHM,Cambodia,Global South,East Asia & Pacific,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2004,0,79,88,100,53,81,NA,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2005,0,79,88,100,55,82,NA,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2006,0,80,89,100,56,82,NA,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2007,0,81,90,100,57,81,NA,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2008,0,81,90,100,59,82,NA,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2009,0,82,90,100,60,82,NA,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2010,0,82,90,100,61,82,74,74,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2011,0,84,95,100,62,82,NA,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2012,0,85,100,100,63,82,100,100,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2013,0,85,100,100,64,83,100,100,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2014,0,86,100,100,65,83,100,100,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2015,0,86,100,100,66,83,NA,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2016,0,86,100,100,67,83,NA,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2017,0,87,99,100,68,84,97.8953,NA,NA,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2018,0,87,98,100,68,84,NA,NA,94,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2019,0,87,99,100,69,84,NA,NA,97,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2020,0,87,99,100,70,84,NA,NA,98,NA,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2021,0,87,98,100,70,84,NA,NA,NA,95,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2022,0,88,100,100,71,84,NA,NA,NA,99,NA
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2023,0,88,100,100,72,84,NA,NA,NA,99.0667,69
KOR,"Korea, Rep.",Global North,East Asia & Pacific,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,NA
KWT,Kuwait,Global South,Middle East & North Africa,2004,0,79,85,100,64,73,NA,NA,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2005,0,79,84,100,65,73,NA,NA,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2006,0,80,84,100,65,73,NA,NA,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2007,0,80,86,100,66,74,NA,NA,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2008,0,80,86,100,66,74,NA,NA,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2009,0,81,86,100,67,74,NA,NA,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2010,0,81,86,100,67,74,63,63,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2011,0,82,90,100,67,74,73,73,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2012,0,82,92,100,67,74,77,77,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2013,0,83,95,100,67,75,86,86,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2014,0,83,95,100,68,75,85,85,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2015,0,83,95,100,68,75,86,86,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2016,0,83,95,100,68,75,85,85,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2017,0,83,95,100,68,75,84.86283,NA,NA,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2018,0,80,82,100,68,75,NA,NA,56,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2019,0,83,91,100,68,75,NA,NA,76,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2020,0,83,94,100,68,75,NA,NA,84,NA,NA
KWT,Kuwait,Global South,Middle East & North Africa,2021,0,83,94,100,68,75,NA,NA,NA,83,NA
KWT,Kuwait,Global South,Middle East & North Africa,2022,0,84,97,100,68,75,NA,NA,NA,92,NA
KWT,Kuwait,Global South,Middle East & North Africa,2023,0,84,98,100,68,75,NA,NA,NA,94,46
KWT,Kuwait,Global South,Middle East & North Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2004,22.36207962,39,41,40,32,42,NA,NA,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2005,20.21408081,40,41,43,34,42,NA,NA,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2006,27.84760666,41,40,45,36,43,NA,NA,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2007,23.72323227,43,40,48,38,45,NA,NA,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2008,21.9759922,44,40,51,40,48,NA,NA,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2009,19.59241486,45,38,53,41,51,NA,NA,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2010,16.71574211,47,39,56,43,53,51,51,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2011,27.60452843,49,42,58,44,55,50,50,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2012,27.02466965,49,37,61,46,58,31,31,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2013,18.99671936,52,42,63,47,58,55,55,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2014,16.78850174,54,46,66,48,58,60,60,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2015,16.96152306,55,48,68,49,57,63,74,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2016,18.11935997,57,51,71,50,57,75,75,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2017,16.67073631,57,51,73,51,55,NA,NA,NA,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2018,12.45091534,56,42,76,52,59,NA,NA,35,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2019,21.20898628,58,44,78,53,61,NA,NA,35,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2020,17.66420555,59,43,81,54,64,NA,NA,43,NA,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2021,38.01396179,60,45,83,55,66,NA,NA,NA,51,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2022,36.29299927,62,45,85,55,68,NA,NA,NA,53,NA
LAO,Lao PDR,Global South,East Asia & Pacific,2023,15.36303425,64,49,87,56,70,NA,NA,NA,55.3333,64
LAO,Lao PDR,Global South,East Asia & Pacific,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA
LKA,Sri Lanka,Global South,South Asia,2004,0.50929457,64,60,80,52,67,NA,NA,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2005,0.84401083,64,57,81,53,68,NA,NA,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2006,2.4776907,65,60,82,53,68,NA,NA,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2007,1.10605049,66,63,82,54,68,NA,NA,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2008,0.85778415,65,59,83,54,68,NA,NA,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2009,1.20684171,66,60,84,55,68,NA,NA,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2010,1.15996647,67,62,85,55,68,60,60,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2011,0.51093251,67,63,86,55,68,61,61,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2012,0.38006321,68,67,87,56,68,73,73,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2013,0.64544159,68,66,87,56,68,67,67,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2014,1.20733893,69,68,88,56,68,71,71,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2015,1.36929429,69,68,89,56,68,70,71,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2016,0.86831564,70,71,90,57,67,79,79,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2017,2.93878126,70,71,91,57,68,75.74534,NA,NA,NA,NA
LKA,Sri Lanka,Global South,South Asia,2018,1.49495602,68,62,92,57,68,NA,NA,46,NA,NA
LKA,Sri Lanka,Global South,South Asia,2019,2.14180231,70,66,92,57,68,NA,NA,54,NA,NA
LKA,Sri Lanka,Global South,South Asia,2020,5.51279974,71,71,93,57,68,NA,NA,62,NA,NA
LKA,Sri Lanka,Global South,South Asia,2021,10.54056644,72,72,94,57,68,NA,NA,NA,64,NA
LKA,Sri Lanka,Global South,South Asia,2022,11.29521084,72,72,95,57,68,NA,NA,NA,66,NA
LKA,Sri Lanka,Global South,South Asia,2023,6.04523516,72,74,95,57,68,NA,NA,NA,70.6667,64
LKA,Sri Lanka,Global South,South Asia,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA
LTU,Lithuania,Global North,Europe,2004,0.06334021,67,89,86,39,69,NA,NA,NA,NA,NA
LTU,Lithuania,Global North,Europe,2005,0.08312792,68,89,86,39,70,NA,NA,NA,NA,NA
LTU,Lithuania,Global North,Europe,2006,0.06532694,69,89,87,40,71,NA,NA,NA,NA,NA
LTU,Lithuania,Global North,Europe,2007,0.08969682,69,89,87,41,72,NA,NA,NA,NA,NA
LTU,Lithuania,Global North,Europe,2008,0.09728573,70,89,88,42,73,NA,NA,NA,NA,NA
LTU,Lithuania,Global North,Europe,2009,0.10599636,71,89,89,43,74,NA,NA,NA,NA,NA
LTU,Lithuania,Global North,Europe,2010,0.16750419,71,89,89,43,75,71,71,NA,NA,NA
LTU,Lithuania,Global North,Europe,2011,0.17226104,72,92,90,44,75,77,77,NA,NA,NA
LTU,Lithuania,Global North,Europe,2012,0.13830599,73,94,90,45,76,84,84,NA,NA,NA
LTU,Lithuania,Global North,Europe,2013,0.14442115,74,95,91,45,76,85,85,NA,NA,NA
LTU,Lithuania,Global North,Europe,2014,0.13241525,74,94,91,46,77,82,82,NA,NA,NA
LTU,Lithuania,Global North,Europe,2015,0.29291639,75,94,92,46,77,83,83,NA,NA,NA
LTU,Lithuania,Global North,Europe,2016,0.23244102,75,94,92,47,78,82,82,NA,NA,NA
LTU,Lithuania,Global North,Europe,2017,0.15342377,75,92,93,48,78,76.85833,NA,NA,NA,NA
LTU,Lithuania,Global North,Europe,2018,0.31288689,76,94,94,48,79,NA,NA,82,NA,NA
LTU,Lithuania,Global North,Europe,2019,0.36057585,76,94,94,49,79,NA,NA,83,NA,NA
LTU,Lithuania,Global North,Europe,2020,0.56666172,77,95,95,49,79,NA,NA,85,NA,NA
LTU,Lithuania,Global North,Europe,2021,0.49025086,77,94,95,50,79,NA,NA,NA,82,NA
LTU,Lithuania,Global North,Europe,2022,0.63631386,78,95,96,50,79,NA,NA,NA,85,NA
LTU,Lithuania,Global North,Europe,2023,0.31852859,78,95,96,51,79,NA,NA,NA,86.2667,62
LTU,Lithuania,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA
LUX,Luxembourg,Global North,Europe,2004,0,77,76,98,54,90,NA,NA,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2005,0,78,76,98,55,90,NA,NA,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2006,0,78,76,98,55,90,NA,NA,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2007,0,78,76,98,56,91,NA,NA,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2008,0,79,76,98,56,91,NA,NA,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2009,0,79,76,98,57,91,NA,NA,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2010,0,79,76,98,58,91,44,44,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2011,0.00341894,82,86,98,58,92,64,64,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2012,1.52649498,82,85,98,59,92,62,62,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2013,1.4627763,84,95,98,59,92,87,87,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2014,1.3974092,85,96,98,60,92,88,88,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2015,1.38444018,85,96,98,60,92,88,88,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2016,1.31998122,85,96,98,61,91,88,88,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2017,1.38019812,85,96,98,61,91,88.41447,NA,NA,NA,NA
LUX,Luxembourg,Global North,Europe,2018,1.41230023,84,91,98,61,91,NA,NA,76,NA,NA
LUX,Luxembourg,Global North,Europe,2019,1.33139455,86,99,98,62,91,NA,NA,97,NA,NA
LUX,Luxembourg,Global North,Europe,2020,1.23830354,86,98,98,62,91,NA,NA,95,NA,NA
LUX,Luxembourg,Global North,Europe,2021,1.13550842,83,84,98,62,91,NA,NA,NA,60,NA
LUX,Luxembourg,Global North,Europe,2022,1.1099025,83,88,98,62,91,NA,NA,NA,67,NA
LUX,Luxembourg,Global North,Europe,2023,1.21685266,83,88,98,62,91,NA,NA,NA,66.6,62
LUX,Luxembourg,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA
LVA,Latvia,Global North,Europe,2004,0.45042363,70,87,89,40,78,NA,NA,NA,NA,NA
LVA,Latvia,Global North,Europe,2005,0.31461379,70,87,89,41,78,NA,NA,NA,NA,NA
LVA,Latvia,Global North,Europe,2006,0,71,87,89,41,79,NA,NA,NA,NA,NA
LVA,Latvia,Global North,Europe,2007,0.05275265,71,87,89,42,79,NA,NA,NA,NA,NA
LVA,Latvia,Global North,Europe,2008,0.09869838,72,87,89,42,80,NA,NA,NA,NA,NA
LVA,Latvia,Global North,Europe,2009,0.47887734,72,87,90,43,80,NA,NA,NA,NA,NA
LVA,Latvia,Global North,Europe,2010,0.00661889,72,87,90,44,81,65,65,NA,NA,NA
LVA,Latvia,Global North,Europe,2011,0,74,92,90,44,81,79,79,NA,NA,NA
LVA,Latvia,Global North,Europe,2012,0,75,94,90,45,81,83,83,NA,NA,NA
LVA,Latvia,Global North,Europe,2013,0,75,95,90,46,82,NA,NA,NA,NA,NA
LVA,Latvia,Global North,Europe,2014,0,76,97,90,46,82,91,91,NA,NA,NA
LVA,Latvia,Global North,Europe,2015,0,76,97,90,47,83,90,90,NA,NA,NA
LVA,Latvia,Global North,Europe,2016,0.1471815,77,97,90,47,83,91,91,NA,NA,NA
LVA,Latvia,Global North,Europe,2017,0.1638691,77,97,91,48,84,89.86047,NA,NA,NA,NA
LVA,Latvia,Global North,Europe,2018,0.16463046,76,91,91,48,84,NA,NA,75,NA,NA
LVA,Latvia,Global North,Europe,2019,0.26571643,77,92,91,49,84,NA,NA,77,NA,NA
LVA,Latvia,Global North,Europe,2020,0.16768952,77,92,92,49,85,NA,NA,77,NA,NA
LVA,Latvia,Global North,Europe,2021,0.13550185,76,88,92,50,85,NA,NA,NA,69,NA
LVA,Latvia,Global North,Europe,2022,0.18123737,76,88,92,50,85,NA,NA,NA,68,NA
LVA,Latvia,Global North,Europe,2023,0.14308351,77,88,92,50,85,NA,NA,NA,68.0667,62
LVA,Latvia,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA
MAR,Morocco,Global South,Middle East & North Africa,2004,1.34776056,57,45,72,58,55,NA,NA,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2005,0.63327235,58,45,73,59,58,NA,NA,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2006,0.29296973,59,46,74,59,61,NA,NA,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2007,1.27529931,60,46,75,60,63,NA,NA,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2008,0.78664064,61,47,76,60,66,NA,NA,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2009,1.64205134,62,47,77,61,68,NA,NA,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2010,0.45711282,63,47,78,61,70,84,84,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2011,0.65455669,64,48,79,62,72,89,89,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2012,0.93984002,64,48,80,62,72,92,92,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2013,0.32120803,65,49,81,62,73,97,97,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2014,1.01806724,66,51,82,62,73,95,95,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2015,1.09044969,66,51,83,62,73,NA,NA,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2016,0.31129402,66,51,84,62,73,95,95,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2017,0.29096925,66,51,84,62,72,95.28002,NA,NA,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2018,0.18119994,65,46,85,62,72,NA,NA,75,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2019,0.73233634,65,46,86,62,73,NA,NA,75,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2020,2.06345892,65,46,87,62,73,NA,NA,75,NA,NA
MAR,Morocco,Global South,Middle East & North Africa,2021,3.83511949,65,44,87,62,73,NA,NA,NA,73,NA
MAR,Morocco,Global South,Middle East & North Africa,2022,0.19751419,65,44,88,63,73,NA,NA,NA,73,NA
MAR,Morocco,Global South,Middle East & North Africa,2023,0.62005544,65,43,88,63,73,NA,NA,NA,73.5333,46
MAR,Morocco,Global South,Middle East & North Africa,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,NA
MEX,Mexico,Global South,Latin America & Caribbean,2004,0,68,54,82,60,79,NA,NA,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2005,0,68,55,82,61,79,NA,NA,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2006,0,69,55,83,61,79,NA,NA,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2007,0,69,56,84,62,79,NA,NA,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2008,0,69,56,84,62,79,NA,NA,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2009,0,70,56,85,63,79,NA,NA,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2010,0,70,57,86,64,79,43,43,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2011,0,73,66,86,64,79,66,66,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2012,0,75,70,87,65,79,76,76,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2013,0,76,75,87,66,79,89,89,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2014,0,77,76,88,66,79,95,95,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2015,0,77,77,89,67,79,96,97,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2016,0,78,78,89,67,79,97,97,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2017,0,78,77,90,68,79,94.48285,NA,NA,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2018,0,78,75,90,69,79,NA,NA,86,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2019,0,78,73,91,69,79,NA,NA,83,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2020,0.02066442,78,74,91,70,79,NA,NA,83,NA,NA
MEX,Mexico,Global South,Latin America & Caribbean,2021,0.11266483,79,76,92,70,79,NA,NA,NA,84,NA
MEX,Mexico,Global South,Latin America & Caribbean,2022,0,79,73,93,70,80,NA,NA,NA,75,NA
MEX,Mexico,Global South,Latin America & Caribbean,2023,0,79,75,93,71,80,NA,NA,NA,78.6667,85
MEX,Mexico,Global South,Latin America & Caribbean,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,NA
MLT,Malta,Global North,Europe,2004,0,76,84,100,55,73,NA,NA,NA,NA,NA
MLT,Malta,Global North,Europe,2005,0,77,84,100,56,73,NA,NA,NA,NA,NA
MLT,Malta,Global North,Europe,2006,0,77,84,100,57,73,NA,NA,NA,NA,NA
MLT,Malta,Global North,Europe,2007,0,77,84,100,58,73,NA,NA,NA,NA,NA
MLT,Malta,Global North,Europe,2008,0,77,84,100,58,74,NA,NA,NA,NA,NA
MLT,Malta,Global North,Europe,2009,0,78,84,100,59,74,NA,NA,NA,NA,NA
MLT,Malta,Global North,Europe,2010,0,78,84,100,59,75,NA,NA,NA,NA,NA
MLT,Malta,Global North,Europe,2011,0,79,84,100,60,76,59,59,NA,NA,NA
MLT,Malta,Global North,Europe,2012,0,80,89,100,61,77,70,70,NA,NA,NA
MLT,Malta,Global North,Europe,2013,0,81,91,100,61,77,76,76,NA,NA,NA
MLT,Malta,Global North,Europe,2014,0,81,91,100,62,77,76,76,NA,NA,NA
MLT,Malta,Global North,Europe,2015,0,82,92,100,62,78,NA,NA,NA,NA,NA
MLT,Malta,Global North,Europe,2016,0,82,92,100,62,78,79,79,NA,NA,NA
MLT,Malta,Global North,Europe,2017,0,82,92,100,63,78,78.5618,NA,NA,NA,NA
MLT,Malta,Global North,Europe,2018,0.01622057,80,84,100,63,79,NA,NA,60,NA,NA
MLT,Malta,Global North,Europe,2019,0.00850516,81,84,100,64,79,NA,NA,60,NA,NA
MLT,Malta,Global North,Europe,2020,0,81,85,100,64,79,NA,NA,61,NA,NA
MLT,Malta,Global North,Europe,2021,0,82,90,100,64,79,NA,NA,NA,73,NA
MLT,Malta,Global North,Europe,2022,0,82,90,100,65,80,NA,NA,NA,73,NA
MLT,Malta,Global North,Europe,2023,0,82,88,100,65,80,NA,NA,NA,69.0667,69
MLT,Malta,Global North,Europe,2024,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,NA
MMR,Myanmar,Global South,East Asia & Pacific,2004,10.23477936,39,38,64,15,66,NA,NA,NA,NA,NA
MMR,Myanmar,Global South,East Asia & Pacific,2005,10.20618629,40,38,65,16,66,NA,NA,NA,NA,NA
MMR,Myanmar,Global South,East Asia & Pacific,2006,13.03621197,42,39,66,18,67,NA,NA,NA,NA,NA
MMR,Myanmar,Global South,East Asia & Pacific,2007,7.79324102,43,40,66,19,68,NA,NA,NA,NA,NA
MMR,Myanmar,Global South,East Asia & Pacific,2008,9.43522644,45,41,67,21,68,NA,NA,NA,NA,NA
MMR,Myanmar,Global South,East Asia & Pacific,2009,9.06939697,46,42,68,22,69,NA,NA,NA,NA,NA
MMR,Myanmar,Global South,East Asia & Pacific,2010,9.41456032,47,44,68,24,70,73,73,NA,NA,NA
MMR,Myanmar,Global South,East Asia & Pacific,2011,10.76209259,49,49,69,25,69,93,93,NA,NA,NA
MMR,Myanmar,Global South,East Asia & Pacific,2012,6.08105755,49,47,69,26,69,82,82,NA,NA,NA
MMR,Myanmar,Global South,East Asia & Pacific,2013,8.89437675,50,49,70,27,68,84,84,NA,NA,NA
