iso3c,country,year,country_name_wdi,global_group,region,include_flag,who_name_override,wgi_name_override,notes,indicator,value
UGA,Uganda,2021,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,2684.92035939744
UGA,Uganda,2021,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,45910930
UGA,Uganda,2021,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,79.0476540680567
UGA,Uganda,2021,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,10
UGA,Uganda,2021,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,4.45071125
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.191
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,2.265
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,67.675
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,2724.90609568409
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,47312719
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,9.636899948
UGA,Uganda,2022,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,4.23600149
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,68.252
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,2791.05576885861
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,48656601
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,80.5100021362305
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,9.286999702
UGA,Uganda,2023,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.4383
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,NA
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,68.487
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,2879.67009290376
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,50015092
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,77.0400009155273
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,8.949831061
UGA,Uganda,2024,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,2.36955285
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.148
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,0.901
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,59.316
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,3607.36522285021
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,21868298
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,1.71679770389504
GHA,Ghana,2004,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,3.27344108
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,59.638
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,3721.30785741996
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,22449438
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,1.83119746104616
GHA,Ghana,2005,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,3.67208791
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,NA
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,59.975
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,3857.86154847605
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,23040702
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,2.72317597313987
GHA,Ghana,2006,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,3.70900321
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.07
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,60.282
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,3923.12567803728
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,23642279
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,3.85
GHA,Ghana,2007,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.23157
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,3.72533512
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.077
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,0.942
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,60.578
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,4174.78124103364
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,24249946
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,4.27
GHA,Ghana,2008,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,4.17717743
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.082
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,1.159
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,60.928
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,4269.16005861557
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,24862664
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,5.44
GHA,Ghana,2009,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,4.52302933
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.091
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,1.032
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.7
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,61.297
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,4495.68916584106
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,25474995
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,71.5
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,7.8
GHA,Ghana,2010,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,0.37655
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,4.46374655
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.095
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.68
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,61.617
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,5005.36732498187
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,26095088
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,9
GHA,Ghana,2011,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,3.93023658
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.093
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.72
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,61.995
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,5339.71321903045
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,26734268
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,10.6
GHA,Ghana,2012,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,4.59225416
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.1
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,NA
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.73
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,62.397
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,5593.77481886917
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,27386193
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,15
GHA,Ghana,2013,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,4.01644135
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.108
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,1.483
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.71
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,62.832
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,5619.07233511591
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,28041592
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,19
GHA,Ghana,2014,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,4.54299259
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.114
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,1.943
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,0.69
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,63.175
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,5607.36635657413
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,28696068
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,60.1981035367761
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,23
GHA,Ghana,2015,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,3.39035821
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.123
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,2.053
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,63.522
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,5666.07795334591
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,29356742
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,28
GHA,Ghana,2016,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,2.68786979
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.089
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,2.271
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,63.829
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,5993.63085211077
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,30008354
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,64.4899978637695
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,37.88420105
GHA,Ghana,2017,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,2.43001175
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.144
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,4.423
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,64.138
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,6234.51208201488
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,30637585
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,43
GHA,Ghana,2018,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,3.25450468
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.104
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,2.638
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,64.455
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,6508.24652305901
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,31258945
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,22.0732
GHA,Ghana,2019,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,4.4331708
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.166
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,3.528
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,64.309
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,6412.68541762469
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,31887809
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,NA
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,62.51760101
GHA,Ghana,2020,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.XPD.CHEX.GD.ZS,3.86030865
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.PHYS.ZS,0.128
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.NUMW.P3,3.453
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SH.MED.BEDS.ZS,NA
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.DYN.LE00.IN,64.286
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,NY.GDP.PCAP.PP.KD,6607.50297378321
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SP.POP.TOTL,32518665
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,SE.ADT.LITR.ZS,76.4899978637695
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,IT.NET.USER.ZS,68.6
GHA,Ghana,2021,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA,GB.XPD.RSDV.GD.ZS,NA
