iso3c,year,indicator_code,value,value_text,parent_location,parent_location_code,indicator_label,country_name_wdi,global_group,region,include_flag,who_name_override,wgi_name_override,notes
KOR,2013,UHC_SCI_RMNCH,83,83,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2014,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2014,SDGIHR,100,100,Western Pacific,WPR,Average of 13 International Health Regulations core capacity scores,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2014,UHC_IHR,100,100,Western Pacific,WPR,Compliance with international health regulations,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2014,UHC_INDEX_REPORTED,86,86,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2014,UHC_SCI_CAPACITY,100,100,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2014,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2014,UHC_SCI_NCD,65,65,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2014,UHC_SCI_RMNCH,83,83,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2015,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2015,UHC_INDEX_REPORTED,86,86,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2015,UHC_SCI_CAPACITY,100,100,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2015,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2015,UHC_SCI_NCD,66,66,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2015,UHC_SCI_RMNCH,83,83,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2016,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2016,UHC_INDEX_REPORTED,86,86,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2016,UHC_SCI_CAPACITY,100,100,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2016,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2016,UHC_SCI_NCD,67,67,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2016,UHC_SCI_RMNCH,83,83,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2017,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2017,SDGIHR,97.8953,98,Western Pacific,WPR,Average of 13 International Health Regulations core capacity scores,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2017,UHC_INDEX_REPORTED,87,87,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2017,UHC_SCI_CAPACITY,99,99,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2017,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2017,UHC_SCI_NCD,68,68,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2017,UHC_SCI_RMNCH,84,84,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2018,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2018,SDGIHR2018,94,94,Western Pacific,WPR,IHR SPAR first edition average core capacity score,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2018,UHC_INDEX_REPORTED,87,87,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2018,UHC_SCI_CAPACITY,98,98,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2018,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2018,UHC_SCI_NCD,68,68,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2018,UHC_SCI_RMNCH,84,84,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2019,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2019,SDGIHR2018,97,97,Western Pacific,WPR,IHR SPAR first edition average core capacity score,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2019,UHC_INDEX_REPORTED,87,87,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2019,UHC_SCI_CAPACITY,99,99,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2019,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2019,UHC_SCI_NCD,69,69,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2019,UHC_SCI_RMNCH,84,84,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2020,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2020,SDGIHR2018,98,98,Western Pacific,WPR,IHR SPAR first edition average core capacity score,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2020,UHC_INDEX_REPORTED,87,87,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2020,UHC_SCI_CAPACITY,99,99,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2020,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2020,UHC_SCI_NCD,70,70,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2020,UHC_SCI_RMNCH,84,84,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2021,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2021,SDGIHR2021,95,95,Western Pacific,WPR,IHR SPAR second edition average core capacity score,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2021,UHC_INDEX_REPORTED,87,87,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2021,UHC_SCI_CAPACITY,98,98,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2021,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2021,UHC_SCI_NCD,70,70,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2021,UHC_SCI_RMNCH,84,84,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2022,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2022,SDGIHR2021,99,99,Western Pacific,WPR,IHR SPAR second edition average core capacity score,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2022,UHC_INDEX_REPORTED,88,88,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2022,UHC_SCI_CAPACITY,100,100,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2022,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2022,UHC_SCI_NCD,71,71,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2022,UHC_SCI_RMNCH,84,84,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2023,GHED_EXTCHE_SHA2011,0,0.00,Western Pacific,WPR,External health expenditure as percentage of current health expenditure,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2023,SDGIHR2021,99.0667,99,Western Pacific,WPR,IHR SPAR second edition average core capacity score,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2023,UHC_AVAILABILITY_SCORE,69,69,Western Pacific,WPR,Primary data availability for UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2023,UHC_INDEX_REPORTED,88,88,Western Pacific,WPR,UHC service coverage index,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2023,UHC_SCI_CAPACITY,100,100,Western Pacific,WPR,UHC service coverage sub-index on service capacity and access,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2023,UHC_SCI_INFECT,100,100,Western Pacific,WPR,UHC service coverage sub-index on infectious diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2023,UHC_SCI_NCD,72,72,Western Pacific,WPR,UHC service coverage sub-index on noncommunicable diseases,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2023,UHC_SCI_RMNCH,84,84,Western Pacific,WPR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health","Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KOR,2024,SDGIHR2021,99,99,Western Pacific,WPR,IHR SPAR second edition average core capacity score,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KWT,2004,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2004,UHC_INDEX_REPORTED,79,79,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2004,UHC_SCI_CAPACITY,85,85,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2004,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2004,UHC_SCI_NCD,64,64,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2004,UHC_SCI_RMNCH,73,73,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2005,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2005,UHC_INDEX_REPORTED,79,79,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2005,UHC_SCI_CAPACITY,84,84,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2005,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2005,UHC_SCI_NCD,65,65,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2005,UHC_SCI_RMNCH,73,73,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2006,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2006,UHC_INDEX_REPORTED,80,80,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2006,UHC_SCI_CAPACITY,84,84,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2006,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2006,UHC_SCI_NCD,65,65,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2006,UHC_SCI_RMNCH,73,73,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2007,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2007,UHC_INDEX_REPORTED,80,80,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2007,UHC_SCI_CAPACITY,86,86,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2007,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2007,UHC_SCI_NCD,66,66,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2007,UHC_SCI_RMNCH,74,74,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2008,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2008,UHC_INDEX_REPORTED,80,80,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2008,UHC_SCI_CAPACITY,86,86,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2008,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2008,UHC_SCI_NCD,66,66,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2008,UHC_SCI_RMNCH,74,74,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2009,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2009,UHC_INDEX_REPORTED,81,81,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2009,UHC_SCI_CAPACITY,86,86,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2009,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2009,UHC_SCI_NCD,67,67,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2009,UHC_SCI_RMNCH,74,74,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2010,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2010,SDGIHR,63,63,Eastern Mediterranean,EMR,Average of 13 International Health Regulations core capacity scores,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2010,UHC_IHR,63,63,Eastern Mediterranean,EMR,Compliance with international health regulations,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2010,UHC_INDEX_REPORTED,81,81,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2010,UHC_SCI_CAPACITY,86,86,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2010,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2010,UHC_SCI_NCD,67,67,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2010,UHC_SCI_RMNCH,74,74,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2011,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2011,SDGIHR,73,73,Eastern Mediterranean,EMR,Average of 13 International Health Regulations core capacity scores,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2011,UHC_IHR,73,73,Eastern Mediterranean,EMR,Compliance with international health regulations,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2011,UHC_INDEX_REPORTED,82,82,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2011,UHC_SCI_CAPACITY,90,90,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2011,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2011,UHC_SCI_NCD,67,67,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2011,UHC_SCI_RMNCH,74,74,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2012,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2012,SDGIHR,77,77,Eastern Mediterranean,EMR,Average of 13 International Health Regulations core capacity scores,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2012,UHC_IHR,77,77,Eastern Mediterranean,EMR,Compliance with international health regulations,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2012,UHC_INDEX_REPORTED,82,82,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2012,UHC_SCI_CAPACITY,92,92,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2012,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2012,UHC_SCI_NCD,67,67,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2012,UHC_SCI_RMNCH,74,74,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2013,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2013,SDGIHR,86,86,Eastern Mediterranean,EMR,Average of 13 International Health Regulations core capacity scores,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2013,UHC_IHR,86,86,Eastern Mediterranean,EMR,Compliance with international health regulations,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2013,UHC_INDEX_REPORTED,83,83,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2013,UHC_SCI_CAPACITY,95,95,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2013,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2013,UHC_SCI_NCD,67,67,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2013,UHC_SCI_RMNCH,75,75,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2014,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2014,SDGIHR,85,85,Eastern Mediterranean,EMR,Average of 13 International Health Regulations core capacity scores,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2014,UHC_IHR,85,85,Eastern Mediterranean,EMR,Compliance with international health regulations,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2014,UHC_INDEX_REPORTED,83,83,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2014,UHC_SCI_CAPACITY,95,95,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2014,UHC_SCI_INFECT,100,100,Eastern Mediterranean,EMR,UHC service coverage sub-index on infectious diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2014,UHC_SCI_NCD,68,68,Eastern Mediterranean,EMR,UHC service coverage sub-index on noncommunicable diseases,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2014,UHC_SCI_RMNCH,75,75,Eastern Mediterranean,EMR,"UHC service coverage sub-index on reproductive, maternal, newborn and child health",Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2015,GHED_EXTCHE_SHA2011,0,0.00,Eastern Mediterranean,EMR,External health expenditure as percentage of current health expenditure,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2015,SDGIHR,86,86,Eastern Mediterranean,EMR,Average of 13 International Health Regulations core capacity scores,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2015,UHC_IHR,86,86,Eastern Mediterranean,EMR,Compliance with international health regulations,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2015,UHC_INDEX_REPORTED,83,83,Eastern Mediterranean,EMR,UHC service coverage index,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
KWT,2015,UHC_SCI_CAPACITY,95,95,Eastern Mediterranean,EMR,UHC service coverage sub-index on service capacity and access,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
