iso3c,year,un_degree,un_strength,un_eigen,un_betweenness,un_closeness,un_local_clustering,un_network_density,un_network_clustering,un_network_components,country_name_wdi,global_group,region,include_flag,who_name_override,wgi_name_override,notes
PER,2014,0.12121212121212122,11.197049735258322,0.40464822615580803,6.184291898577613e-4,0.4241009292058263,0.8181818181818182,0.1480808080808081,0.5685760723090215,2,Peru,Global South,Latin America & Caribbean,yes,NA,NA,NA
PHL,2014,0.18181818181818182,17.031680830892974,0.6797724930706043,0.0012368583797155227,0.504814818216621,0.5294117647058824,0.1480808080808081,0.5685760723090215,2,Philippines,Global South,East Asia & Pacific,yes,NA,NA,NA
POL,2014,0.16161616161616163,14.99632018825057,1.5030352110589343e-15,0.0029203600632172057,0.5775178210360182,0.6166666666666667,0.1480808080808081,0.5685760723090215,2,Poland,Global North,Europe,yes,NA,NA,NA
PRT,2014,0.15151515151515152,14.076979523870003,1.4251673451746425e-15,0.0029890744176458463,0.5563564553948908,0.6095238095238095,0.1480808080808081,0.5685760723090215,2,Portugal,Global North,Europe,yes,NA,NA,NA
PRY,2014,0.10101010101010101,8.327539606330195,0.2806363949919386,0,0.40467561160566773,0.7333333333333333,0.1480808080808081,0.5685760723090215,2,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA
QAT,2014,0.13131313131313133,12.431105972086984,0.4861711852574286,0.0036075036075036075,0.5125970095563621,0.5384615384615384,0.1480808080808081,0.5685760723090215,2,Qatar,Global South,Middle East & North Africa,yes,NA,NA,NA
ROU,2014,0.15151515151515152,14.049343804241989,1.2745902614732668e-15,0.004672576101147529,0.5436417338406554,0.5523809523809524,0.1480808080808081,0.5685760723090215,2,Romania,Global North,Europe,yes,NA,NA,NA
RWA,2014,0.13131313131313133,11.433094483737689,0.4489743465021994,8.245722531436817e-4,0.45189390257868,0.5256410256410257,0.1480808080808081,0.5685760723090215,2,Rwanda,Global South,Sub-Saharan Africa,yes,NA,NA,NA
SAU,2014,0.10101010101010101,9.316637996321539,0.32102925834703855,0,0.4519954848038515,0.7111111111111111,0.1480808080808081,0.5685760723090215,2,Saudi Arabia,Global South,Middle East & North Africa,yes,NA,NA,NA
SEN,2014,0.25252525252525254,23.640979463541477,1,0.016491445062873634,0.6009830973505106,0.38666666666666666,0.1480808080808081,0.5685760723090215,2,Senegal,Global South,Sub-Saharan Africa,yes,NA,NA,NA
SGP,2014,0.1111111111111111,10.393679862775464,0.5137645770468888,0,0.5154338453217797,0.5818181818181818,0.1480808080808081,0.5685760723090215,2,Singapore,Global North,East Asia & Pacific,yes,NA,NA,NA
SVK,2014,0.23232323232323232,21.931592827004213,2.089273169818069e-15,0.01893080464509036,0.641450246024118,0.4426877470355732,0.1480808080808081,0.5685760723090215,2,Slovak Republic,Global North,Europe,yes,NA,NA,NA
SVN,2014,0.1919191919191919,17.923118210283135,1.6317698154115025e-15,0.0025115096543667967,0.5962962897930434,0.5438596491228069,0.1480808080808081,0.5685760723090215,2,Slovenia,Global North,Europe,yes,NA,NA,NA
SWE,2014,0.12121212121212122,11.380087156576359,1.0931511591785728e-15,0.0020614306328592042,0.5335262888221333,0.712121212121212,0.1480808080808081,0.5685760723090215,2,Sweden,Global North,Europe,yes,NA,NA,NA
THA,2014,0.21212121212121213,19.672178255151564,0.744081859791877,0.010513296227581941,0.5281564928852739,0.4666666666666667,0.1480808080808081,0.5685760723090215,2,Thailand,Global South,East Asia & Pacific,yes,NA,NA,NA
TUN,2014,0.10101010101010101,9.52669626620326,0.42347739367285436,4.1228612657184083e-4,0.46598461014700177,0.5555555555555556,0.1480808080808081,0.5685760723090215,2,Tunisia,Global South,Middle East & North Africa,yes,NA,NA,NA
TUR,2014,0.10101010101010101,8.0814670561506,7.276423184104504e-16,0,0.4325551020543704,0.6888888888888889,0.1480808080808081,0.5685760723090215,2,Turkiye,Global South,Europe & Central Asia,yes,NA,NA,NA
TZA,2014,0.15151515151515152,14.397003361663803,0.6010667562401228,0.006184291898577613,0.506844639398261,0.5714285714285714,0.1480808080808081,0.5685760723090215,2,Tanzania,Global South,Sub-Saharan Africa,yes,NA,NA,NA
UGA,2014,0.12121212121212122,11.326879751902405,0.46048039066477836,0.0024737167594310453,0.4966003978637519,0.5,0.1480808080808081,0.5685760723090215,2,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA
URY,2014,0.2222222222222222,20.610096778348375,0.7728944027423396,0.006596578025149453,0.5383946290395684,0.4718614718614718,0.1480808080808081,0.5685760723090215,2,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA
USA,2014,0.10101010101010101,5.713220843014911,4.86839039079024e-16,0,0.34214427612000653,0.6888888888888889,0.1480808080808081,0.5685760723090215,2,United States,Global North,North America,yes,NA,NA,NA
UZB,2014,0.10101010101010101,8.743566069750285,0.272070697380952,0,0.4295876742851495,0.6222222222222222,0.1480808080808081,0.5685760723090215,2,Uzbekistan,Global South,Europe & Central Asia,yes,NA,NA,NA
VNM,2014,0.13131313131313133,12.115739815671166,0.4202284938047694,0.0020614306328592042,0.4935129638742356,0.5256410256410257,0.1480808080808081,0.5685760723090215,2,Viet Nam,Global South,East Asia & Pacific,yes,NA,NA,NA
ZAF,2014,0.10101010101010101,9.229706169912697,0.49987418155302776,0,0.5077878386906692,0.7333333333333333,0.1480808080808081,0.5685760723090215,2,South Africa,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ZMB,2014,0.1111111111111111,10.345705894422855,0.47738650882193606,0,0.4760993156941924,0.8,0.1480808080808081,0.5685760723090215,2,Zambia,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ZWE,2014,0.12121212121212122,10.98356120528841,0.36777251117057197,6.184291898577613e-4,0.46180225578711614,0.5606060606060607,0.1480808080808081,0.5685760723090215,2,Zimbabwe,Global South,Sub-Saharan Africa,yes,NA,NA,NA
AGO,2015,0.16161616161616163,14.649478962464661,0.3256394540711581,0.014842300556586271,0.539898355998031,0.30833333333333335,0.1480808080808081,0.567153062995985,2,Angola,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ARE,2015,0.1414141414141414,13.423551061941154,0.3150415336349111,0.011647083075654504,0.5004286776814664,0.42857142857142855,0.1480808080808081,0.567153062995985,2,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA
ARG,2015,0.10101010101010101,9.233857276665496,0.40622558371947265,0,0.4447398299358303,0.7777777777777778,0.1480808080808081,0.567153062995985,2,Argentina,Global South,Latin America & Caribbean,yes,NA,NA,NA
AUS,2015,0.13131313131313133,9.37271938587728,0,8.245722531436817e-4,0.4819130369226119,0.576923076923077,0.1480808080808081,0.567153062995985,2,Australia,Global North,East Asia & Pacific,yes,NA,NA,NA
AUT,2015,0.10101010101010101,9.111720209614946,0,0,0.48372388748376527,0.7555555555555555,0.1480808080808081,0.567153062995985,2,Austria,Global North,Europe,yes,NA,NA,NA
AZE,2015,0.13131313131313133,12.391969215340133,0.33286599428199476,0.010513296227581941,0.5372482197220259,0.44871794871794873,0.1480808080808081,0.567153062995985,2,Azerbaijan,Global South,Europe & Central Asia,yes,NA,NA,NA
BEL,2015,0.18181818181818182,16.3074337942759,0,7.558578987150416e-4,0.5816476251430927,0.5620915032679739,0.1480808080808081,0.567153062995985,2,Belgium,Global North,Europe,yes,NA,NA,NA
BGD,2015,0.16161616161616163,15.075843786370102,0.4378907317546805,0.0035044320758606472,0.5125669668864243,0.49166666666666664,0.1480808080808081,0.567153062995985,2,Bangladesh,Global South,South Asia,yes,NA,NA,NA
BGR,2015,0.24242424242424243,21.723511751406487,0,0.01022126022126022,0.6411988948840026,0.45289855072463764,0.1480808080808081,0.567153062995985,2,Bulgaria,Global North,Europe,yes,NA,NA,NA
BOL,2015,0.16161616161616163,14.73242325664599,0.25310071864654227,0.0020614306328592042,0.4664306901660429,0.4,0.1480808080808081,0.567153062995985,2,Bolivia,Global South,Latin America & Caribbean,yes,NA,NA,NA
BRA,2015,0.26262626262626265,24.585252972879825,0.8383547128882072,0.01742596028310314,0.607137936047563,0.35384615384615387,0.1480808080808081,0.567153062995985,2,Brazil,Global South,Latin America & Caribbean,yes,NA,NA,NA
BWA,2015,0.16161616161616163,14.965392784933778,0.5848495663246859,0.0010307153164296021,0.49876022593823505,0.675,0.1480808080808081,0.567153062995985,2,Botswana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
CAN,2015,0.10101010101010101,6.7792822966507185,0,0.0055658627087198514,0.4183133486881125,0.6444444444444444,0.1480808080808081,0.567153062995985,2,Canada,Global North,North America,yes,NA,NA,NA
CHE,2015,0.1111111111111111,9.666318768950347,0,0,0.4596381412649423,0.7090909090909091,0.1480808080808081,0.567153062995985,2,Switzerland,Global North,Europe,yes,NA,NA,NA
CHL,2015,0.16161616161616163,15.070169876342614,0.5747578939063531,8.245722531436817e-4,0.4894581816204443,0.5916666666666667,0.1480808080808081,0.567153062995985,2,Chile,Global North,Latin America & Caribbean,yes,NA,NA,NA
CHN,2015,0.10101010101010101,8.20286798992124,0.20714059327521353,0,0.45400681674075616,0.4666666666666667,0.1480808080808081,0.567153062995985,2,China,Global South,East Asia & Pacific,yes,NA,NA,NA
CMR,2015,0.10101010101010101,7.659973877837277,0.2709460474764873,0,0.4210706351228635,0.5777777777777778,0.1480808080808081,0.567153062995985,2,Cameroon,Global South,Sub-Saharan Africa,yes,NA,NA,NA
COL,2015,0.12121212121212122,10.950893216040841,0.42607970515902616,0,0.4280173043014107,0.8333333333333333,0.1480808080808081,0.567153062995985,2,Colombia,Global South,Latin America & Caribbean,yes,NA,NA,NA
CRI,2015,0.12121212121212122,11.249209063943445,0.44197227857951427,0,0.4344944792554895,0.8181818181818182,0.1480808080808081,0.567153062995985,2,Costa Rica,Global South,Latin America & Caribbean,yes,NA,NA,NA
CYP,2015,0.10101010101010101,8.692982456140351,0,2.0614306328592042e-4,0.4335600437158741,0.6222222222222222,0.1480808080808081,0.567153062995985,2,Cyprus,Global North,Europe,yes,NA,NA,NA
CZE,2015,0.1414141414141414,12.284329004329003,0,0.0012368583797155227,0.4965384720141287,0.7472527472527472,0.1480808080808081,0.567153062995985,2,Czechia,Global North,Europe,yes,NA,NA,NA
DEU,2015,0.16161616161616163,13.534561403508773,0,0.006184291898577613,0.5574896396193411,0.5916666666666667,0.1480808080808081,0.567153062995985,2,Germany,Global North,Europe,yes,NA,NA,NA
DNK,2015,0.2828282828282828,25.808840282524486,0,0.014196385624957052,0.6935232559400767,0.4312169312169312,0.1480808080808081,0.567153062995985,2,Denmark,Global North,Europe,yes,NA,NA,NA
DOM,2015,0.2828282828282828,26.52138792608625,0.8449830216962475,0.02470624613481756,0.6127107584910425,0.35978835978835977,0.1480808080808081,0.567153062995985,2,Dominican Republic,Global South,Latin America & Caribbean,yes,NA,NA,NA
DZA,2015,0.1414141414141414,13.046584725421699,0.21363203583737747,0.0024737167594310453,0.453356646262302,0.5054945054945055,0.1480808080808081,0.567153062995985,2,Algeria,Global South,Middle East & North Africa,yes,NA,NA,NA
ECU,2015,0.15151515151515152,13.714081304619832,0.31941250666477145,0.0013399299113584827,0.49933909945652466,0.38095238095238093,0.1480808080808081,0.567153062995985,2,Ecuador,Global South,Latin America & Caribbean,yes,NA,NA,NA
EGY,2015,0.12121212121212122,11.000754002607568,0.16087393950183654,0.0018552875695732839,0.4119038629339053,0.5909090909090909,0.1480808080808081,0.567153062995985,2,"Egypt, Arab Rep.",Global South,Middle East & North Africa,yes,NA,NA,NA
ESP,2015,0.13131313131313133,12.228917748917747,0,6.184291898577613e-4,0.5226980067385253,0.6794871794871794,0.1480808080808081,0.567153062995985,2,Spain,Global North,Europe,yes,NA,NA,NA
EST,2015,0.20202020202020202,17.61931051404736,0,0.006259877688449118,0.5975982170050438,0.47368421052631576,0.1480808080808081,0.567153062995985,2,Estonia,Global North,Europe,yes,NA,NA,NA
ETH,2015,0.1111111111111111,10.316485957581849,0.40892776406578785,2.0614306328592042e-4,0.49092913310284453,0.6,0.1480808080808081,0.567153062995985,2,Ethiopia,Global South,Sub-Saharan Africa,yes,NA,NA,NA
FIN,2015,0.20202020202020202,18.04707888602626,0,0.002679859822716965,0.5937089325650069,0.4842105263157894,0.1480808080808081,0.567153062995985,2,Finland,Global North,Europe,yes,NA,NA,NA
FRA,2015,0.12121212121212122,9.622995425627003,0,0,0.4474075822111763,0.7272727272727273,0.1480808080808081,0.567153062995985,2,France,Global North,Europe,yes,NA,NA,NA
GBR,2015,0.12121212121212122,9.597358781569307,0,0.0010307153164296021,0.4562839416330398,0.8030303030303031,0.1480808080808081,0.567153062995985,2,United Kingdom,Global North,Europe,yes,NA,NA,NA
GEO,2015,0.1111111111111111,9.665045045045044,0,0,0.4516531395704928,0.7090909090909091,0.1480808080808081,0.567153062995985,2,Georgia,Global South,Europe & Central Asia,yes,NA,NA,NA
GHA,2015,0.12121212121212122,11.129993084053046,0.47762021736569743,0.0016491445062873633,0.4673864123289543,0.696969696969697,0.1480808080808081,0.567153062995985,2,Ghana,Global South,Sub-Saharan Africa,yes,NA,NA,NA
GRC,2015,0.12121212121212122,10.92622114727378,0,0,0.5198469055403707,0.6666666666666666,0.1480808080808081,0.567153062995985,2,Greece,Global North,Europe,yes,NA,NA,NA
GTM,2015,0.13131313131313133,11.859245870924436,0.4434023305022544,0,0.43413867852920685,0.7948717948717948,0.1480808080808081,0.567153062995985,2,Guatemala,Global South,Latin America & Caribbean,yes,NA,NA,NA
HRV,2015,0.1919191919191919,17.11073137388927,0,0.015460729746444033,0.5962247093991881,0.4502923976608187,0.1480808080808081,0.567153062995985,2,Croatia,Global North,Europe,yes,NA,NA,NA
HUN,2015,0.16161616161616163,15.176301768407031,0,0.0022332165189308043,0.5513398251653328,0.7,0.1480808080808081,0.567153062995985,2,Hungary,Global North,Europe,yes,NA,NA,NA
IDN,2015,0.12121212121212122,11.343782883782884,0.3535738692264776,5.153576582148011e-4,0.4925028253980602,0.5909090909090909,0.1480808080808081,0.567153062995985,2,Indonesia,Global South,East Asia & Pacific,yes,NA,NA,NA
IND,2015,0.10101010101010101,8.157430497430497,0.21386492747048375,0,0.42179404577696367,0.6000000000000001,0.1480808080808081,0.567153062995985,2,India,Global South,South Asia,yes,NA,NA,NA
IRL,2015,0.13131313131313133,11.745244229454757,0,0.003401360544217687,0.48593411921999435,0.6410256410256411,0.1480808080808081,0.567153062995985,2,Ireland,Global North,Europe,yes,NA,NA,NA
IRN,2015,0.1111111111111111,9.705502350743062,0.16573615973348932,0,0.42291441911851607,0.509090909090909,0.1480808080808081,0.567153062995985,2,"Iran, Islamic Rep.",Global South,Middle East & North Africa,yes,NA,NA,NA
IRQ,2015,0.12121212121212122,11.426709125556588,0.3057951103881284,0.004329004329004329,0.5284537770947499,0.3484848484848485,0.1480808080808081,0.567153062995985,2,Iraq,Global South,Middle East & North Africa,yes,NA,NA,NA
ISL,2015,0.15151515151515152,13.38309777941357,0,2.0614306328592042e-4,0.544204031626171,0.5333333333333333,0.1480808080808081,0.567153062995985,2,Iceland,Global North,Europe,yes,NA,NA,NA
ISR,2015,0.10101010101010101,5.321332176595336,0,0,0.3183819606532872,0.6666666666666666,0.1480808080808081,0.567153062995985,2,Israel,Global North,Middle East,yes,NA,NA,NA
ITA,2015,0.13131313131313133,11.941834481308167,0,0.0024737167594310453,0.5335843844930762,0.5512820512820512,0.1480808080808081,0.567153062995985,2,Italy,Global North,Europe,yes,NA,NA,NA
JOR,2015,0.2222222222222222,21.07150289096073,0.7713380649112823,0.005802927231498661,0.5661229490555664,0.4415584415584416,0.1480808080808081,0.567153062995985,2,Jordan,Global South,Middle East & North Africa,yes,NA,NA,NA
JPN,2015,0.10101010101010101,8.334019314019313,0,0,0.45054580242913495,0.6222222222222222,0.1480808080808081,0.567153062995985,2,Japan,Global North,East Asia & Pacific,yes,NA,NA,NA
KAZ,2015,0.12121212121212122,11.335955965100588,0.4204026708604911,8.245722531436817e-4,0.5146038504700118,0.45454545454545453,0.1480808080808081,0.567153062995985,2,Kazakhstan,Global South,Europe & Central Asia,yes,NA,NA,NA
KEN,2015,0.1414141414141414,13.163650909937738,0.3539879970937987,0.0045351473922902496,0.535553096913898,0.4835164835164835,0.1480808080808081,0.567153062995985,2,Kenya,Global South,Sub-Saharan Africa,yes,NA,NA,NA
KHM,2015,0.21212121212121213,19.653227494271405,0.5122648511029783,0.035456606885178314,0.5827020412237817,0.36666666666666664,0.1480808080808081,0.567153062995985,2,Cambodia,Global South,East Asia & Pacific,yes,NA,NA,NA
KOR,2015,0.1111111111111111,9.493506493506493,0,0,0.4976485984932419,0.7272727272727273,0.1480808080808081,0.567153062995985,2,"Korea, Rep.",Global North,East Asia & Pacific,yes,NA,NA,NA
KWT,2015,0.13131313131313133,12.379186332870542,0.23884258508450293,0.0036075036075036075,0.47282636651415505,0.5512820512820512,0.1480808080808081,0.567153062995985,2,Kuwait,Global South,Middle East & North Africa,yes,NA,NA,NA
LAO,2015,0.1111111111111111,10.39474235695569,0.279778261477309,6.184291898577613e-4,0.5191405403708501,0.43636363636363634,0.1480808080808081,0.567153062995985,2,Lao PDR,Global South,East Asia & Pacific,yes,NA,NA,NA
LKA,2015,0.1717171717171717,16.274341808426314,0.6189091147084971,0.00948258091115234,0.5490659034355142,0.4852941176470588,0.1480808080808081,0.567153062995985,2,Sri Lanka,Global South,South Asia,yes,NA,NA,NA
LTU,2015,0.16161616161616163,15.176301768407031,0,0.0022332165189308043,0.5513398251653328,0.7,0.1480808080808081,0.567153062995985,2,Lithuania,Global North,Europe,yes,NA,NA,NA
LUX,2015,0.1717171717171717,15.439039031144294,0,0.003951075379646808,0.5733276181292757,0.5220588235294118,0.1480808080808081,0.567153062995985,2,Luxembourg,Global North,Europe,yes,NA,NA,NA
LVA,2015,0.18181818181818182,15.932400932400935,0,0.0039923039923039924,0.5798287489764992,0.5359477124183006,0.1480808080808081,0.567153062995985,2,Latvia,Global North,Europe,yes,NA,NA,NA
MAR,2015,0.1111111111111111,10.251304251304253,0.4345217983845147,4.1228612657184083e-4,0.49956988904452443,0.6727272727272727,0.1480808080808081,0.567153062995985,2,Morocco,Global South,Middle East & North Africa,yes,NA,NA,NA
MEX,2015,0.1111111111111111,10.304088865064477,0.46323361356889486,0,0.46094784098064123,0.7818181818181819,0.1480808080808081,0.567153062995985,2,Mexico,Global South,Latin America & Caribbean,yes,NA,NA,NA
MLT,2015,0.10101010101010101,8.906158578263842,0,8.245722531436817e-4,0.46995193175764366,0.4666666666666667,0.1480808080808081,0.567153062995985,2,Malta,Global North,Europe,yes,NA,NA,NA
MMR,2015,0.10101010101010101,9.050050897419318,0.26726503308214655,2.0614306328592042e-4,0.4695968538114748,0.5111111111111111,0.1480808080808081,0.567153062995985,2,Myanmar,Global South,East Asia & Pacific,yes,NA,NA,NA
MNG,2015,0.30303030303030304,28.432361993261487,1,0.03236446093588951,0.5962169387502856,0.4114942528735632,0.1480808080808081,0.567153062995985,2,Mongolia,Global South,East Asia & Pacific,yes,NA,NA,NA
MYS,2015,0.20202020202020202,19.11443167943167,0.6460865630315619,0.01480450766165052,0.5719260774406637,0.4105263157894737,0.1480808080808081,0.567153062995985,2,Malaysia,Global South,East Asia & Pacific,yes,NA,NA,NA
NAM,2015,0.12121212121212122,11.46384033896673,0.2619279049218013,0.001443001443001443,0.4727592096968833,0.4090909090909091,0.1480808080808081,0.567153062995985,2,Namibia,Global South,Sub-Saharan Africa,yes,NA,NA,NA
NGA,2015,0.15151515151515152,14.316698054153647,0.440912491271131,0.0045351473922902496,0.5488104321517668,0.4666666666666667,0.1480808080808081,0.567153062995985,2,Nigeria,Global South,Sub-Saharan Africa,yes,NA,NA,NA
NLD,2015,0.1717171717171717,15.736750092013251,0,0.003349824778396207,0.5784781685883155,0.5955882352941176,0.1480808080808081,0.567153062995985,2,Netherlands,Global North,Europe,yes,NA,NA,NA
NOR,2015,0.1717171717171717,15.545028305028307,0,0.004225932797361369,0.5608900772550265,0.5955882352941176,0.1480808080808081,0.567153062995985,2,Norway,Global North,Europe,yes,NA,NA,NA
NPL,2015,0.15151515151515152,13.963033427354132,0.4712626815219198,0.0020614306328592042,0.5416932330327872,0.4571428571428572,0.1480808080808081,0.567153062995985,2,Nepal,Global South,South Asia,yes,NA,NA,NA
NZL,2015,0.10101010101010101,8.957875457875458,0,0,0.46153038975369165,0.7555555555555555,0.1480808080808081,0.567153062995985,2,New Zealand,Global North,East Asia & Pacific,yes,NA,NA,NA
OMN,2015,0.12121212121212122,11.371416233404954,0.17244742691827505,8.245722531436817e-4,0.4454872047741999,0.6363636363636364,0.1480808080808081,0.567153062995985,2,Oman,Global South,Middle East & North Africa,yes,NA,NA,NA
PAK,2015,0.10101010101010101,8.267086247086247,0.19854342093836555,2.0614306328592042e-4,0.43330819288386396,0.4,0.1480808080808081,0.567153062995985,2,Pakistan,Global South,South Asia,yes,NA,NA,NA
PAN,2015,0.10101010101010101,8.631273286426978,0.34367550684614745,0,0.4187196359387659,0.9555555555555555,0.1480808080808081,0.567153062995985,2,Panama,Global South,Latin America & Caribbean,yes,NA,NA,NA
PER,2015,0.13131313131313133,12.126394395078602,0.4618877782200196,0,0.43830167678281473,0.8205128205128206,0.1480808080808081,0.567153062995985,2,Peru,Global South,Latin America & Caribbean,yes,NA,NA,NA
PHL,2015,0.21212121212121213,20.039599998941746,0.7674742272004241,0,0.5222909844808349,0.4904761904761905,0.1480808080808081,0.567153062995985,2,Philippines,Global South,East Asia & Pacific,yes,NA,NA,NA
POL,2015,0.1414141414141414,12.216783216783217,0,2.0614306328592042e-4,0.5014571299893706,0.7032967032967032,0.1480808080808081,0.567153062995985,2,Poland,Global North,Europe,yes,NA,NA,NA
PRT,2015,0.15151515151515152,13.804785304785302,0,8.245722531436817e-4,0.5403340371027653,0.5904761904761905,0.1480808080808081,0.567153062995985,2,Portugal,Global North,Europe,yes,NA,NA,NA
PRY,2015,0.10101010101010101,8.326923354223283,0.3154054262392735,0,0.41312569385424835,0.8444444444444444,0.1480808080808081,0.567153062995985,2,Paraguay,Global South,Latin America & Caribbean,yes,NA,NA,NA
QAT,2015,0.12121212121212122,11.454422850738641,0.22070912021444225,2.0614306328592042e-4,0.46518665785673324,0.5909090909090909,0.1480808080808081,0.567153062995985,2,Qatar,Global South,Middle East & North Africa,yes,NA,NA,NA
ROU,2015,0.15151515151515152,13.895221795748112,0,0.004260289974575689,0.5541195671428923,0.619047619047619,0.1480808080808081,0.567153062995985,2,Romania,Global North,Europe,yes,NA,NA,NA
RWA,2015,0.2727272727272727,25.960607075850987,0.8198851734147312,0.07441764584621728,0.6136429927464897,0.33618233618233617,0.1480808080808081,0.567153062995985,2,Rwanda,Global South,Sub-Saharan Africa,yes,NA,NA,NA
SAU,2015,0.10101010101010101,9.472057264932161,0.2113497726857871,4.1228612657184083e-4,0.46497124764254094,0.5555555555555556,0.1480808080808081,0.567153062995985,2,Saudi Arabia,Global South,Middle East & North Africa,yes,NA,NA,NA
SEN,2015,0.18181818181818182,17.082360117008708,0.5770795905335171,0.00948258091115234,0.5566583860337045,0.42483660130718953,0.1480808080808081,0.567153062995985,2,Senegal,Global South,Sub-Saharan Africa,yes,NA,NA,NA
SGP,2015,0.15151515151515152,14.347850328113488,0.49580123723905895,0.0012368583797155227,0.5142325024992458,0.44761904761904764,0.1480808080808081,0.567153062995985,2,Singapore,Global North,East Asia & Pacific,yes,NA,NA,NA
SVK,2015,0.23232323232323232,21.40024887393308,0,0.0072905930048787196,0.637176730339427,0.5098814229249012,0.1480808080808081,0.567153062995985,2,Slovak Republic,Global North,Europe,yes,NA,NA,NA
SVN,2015,0.21212121212121213,19.3033045901467,0,0.007324950182093039,0.6095850154762846,0.4333333333333333,0.1480808080808081,0.567153062995985,2,Slovenia,Global North,Europe,yes,NA,NA,NA
SWE,2015,0.10101010101010101,9.137161084529506,0,3.0921459492888067e-4,0.48440731716910884,0.7333333333333333,0.1480808080808081,0.567153062995985,2,Sweden,Global North,Europe,yes,NA,NA,NA
THA,2015,0.20202020202020202,18.574191333757724,0.6867475136760892,0,0.5045004387053653,0.5421052631578948,0.1480808080808081,0.567153062995985,2,Thailand,Global South,East Asia & Pacific,yes,NA,NA,NA
TUN,2015,0.1717171717171717,16.38748067269194,0.6323371272236372,0.003432282003710574,0.5402073356805799,0.5294117647058824,0.1480808080808081,0.567153062995985,2,Tunisia,Global South,Middle East & North Africa,yes,NA,NA,NA
TUR,2015,0.10101010101010101,8.047719298245616,0,0,0.4701358428042116,0.5777777777777778,0.1480808080808081,0.567153062995985,2,Turkiye,Global South,Europe & Central Asia,yes,NA,NA,NA
TZA,2015,0.1414141414141414,13.424573745371479,0.3592172880110053,0.00474129045557617,0.49480504706511796,0.4065934065934066,0.1480808080808081,0.567153062995985,2,Tanzania,Global South,Sub-Saharan Africa,yes,NA,NA,NA
UGA,2015,0.18181818181818182,17.132264800035383,0.30891952663960237,0.016491445062873634,0.49812549666646055,0.4183006535947712,0.1480808080808081,0.567153062995985,2,Uganda,Global South,Sub-Saharan Africa,yes,NA,NA,NA
URY,2015,0.2222222222222222,20.844508807983505,0.7710356025548502,0.0022675736961451248,0.536142627650411,0.5411255411255411,0.1480808080808081,0.567153062995985,2,Uruguay,Global South,Latin America & Caribbean,yes,NA,NA,NA
USA,2015,0.10101010101010101,5.888449270028218,0,0,0.340499813134977,0.6666666666666666,0.1480808080808081,0.567153062995985,2,United States,Global North,North America,yes,NA,NA,NA
UZB,2015,0.10101010101010101,8.789591447463756,0.14119753015738948,0,0.41625237625167844,0.6222222222222222,0.1480808080808081,0.567153062995985,2,Uzbekistan,Global South,Europe & Central Asia,yes,NA,NA,NA
VNM,2015,0.1717171717171717,15.626315985255955,0.2941054326745773,0.008658008658008658,0.5129086177750146,0.39705882352941174,0.1480808080808081,0.567153062995985,2,Viet Nam,Global South,East Asia & Pacific,yes,NA,NA,NA
ZAF,2015,0.13131313131313133,12.113013653013654,0.3633800970864428,0.0012368583797155227,0.4954922314173819,0.5512820512820512,0.1480808080808081,0.567153062995985,2,South Africa,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ZMB,2015,0.1111111111111111,10.283042075295596,0.4279457392757336,0,0.4953956478563577,0.6363636363636364,0.1480808080808081,0.567153062995985,2,Zambia,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ZWE,2015,0.1111111111111111,9.971369895835949,0.2036880465161521,0,0.44264037576460163,0.5454545454545454,0.1480808080808081,0.567153062995985,2,Zimbabwe,Global South,Sub-Saharan Africa,yes,NA,NA,NA
AGO,2016,0.12121212121212122,11.363327200992943,0,0.0030921459492888066,0.49462069136631914,0.5606060606060607,0.14727272727272728,0.5836588265094463,3,Angola,Global South,Sub-Saharan Africa,yes,NA,NA,NA
ARE,2016,0.12121212121212122,11.296449383949383,0,6.184291898577613e-4,0.4437874472906351,0.6666666666666666,0.14727272727272728,0.5836588265094463,3,United Arab Emirates,Global South,Middle East & North Africa,yes,NA,NA,NA
ARG,2016,0.10101010101010101,9.197129000610012,0,0,0.4185224842657049,0.8444444444444444,0.14727272727272728,0.5836588265094463,3,Argentina,Global South,Latin America & Caribbean,yes,NA,NA,NA
AUS,2016,0.12121212121212122,9.016139240506329,0.389118656064605,0,0.4885735235138898,0.6515151515151515,0.14727272727272728,0.5836588265094463,3,Australia,Global North,East Asia & Pacific,yes,NA,NA,NA
AUT,2016,0.1111111111111111,10.087025316455696,0.3059728930032299,0,0.4894667332468919,0.8,0.14727272727272728,0.5836588265094463,3,Austria,Global North,Europe,yes,NA,NA,NA
AZE,2016,0.31313131313131315,28.99081142460151,0,0.06287363430220573,0.6413445109459008,0.27741935483870966,0.14727272727272728,0.5836588265094463,3,Azerbaijan,Global South,Europe & Central Asia,yes,NA,NA,NA
